id,name,group1,group2,type,element_type,power_kW,operating_weight_kg,length_cm,width_cm,height_cm,max_speed_km_h,operating_speed_km_h,gradeability_degrees,ground_pressure_kPa,attachment_1,attachment_2,attachment_3,attachment_4,attachment_5,digging_depth_cm,reach_height_cm,reach_length_cm,turning_radius_cm,note,fuel_consumption_high_ml_h,fuel_consumption_medium_ml_h,fuel_consumption_low_ml_h,co2_high_ml_h,co2_medium_ml_h,co2_low_ml_h,noise_internal_dB,noise_external_dB,cost_standard_rate_czk_h,cost_overtime_rate_czk_h,usage_cost_czk,machine_price_czk,failure_probability_per_1000h,avg_repair_time_min,avg_repair_cost_czk,avg_service_life_years,min_working_area_m2,units_count,unit,work_output_unit_h,work_cycle_sec,manufacturer,machine_price_usd
49, 'Minirypadlo 0.9t 9.6kW', 1, 1, '300.9D', '1', 9.6, 935, 275, 73, 151, 1.8, 1.8, 30, 24.1, 0, 0, 0, 0, 0, 173, 286, 307, 115, '', 0, 0, 0, 0, 0, 0, 93, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.027, 'm3', 0, 0, 'Caterpillar', 0
45, 'Kolový traktor 6.7t 68kW', 8, 28, '416F', '1', 68, 6750, 703, 232, 358, 40, 28, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 1097, '', 0, 0, 0, 0, 0, 0, 80, 76, 0, 0, 0, 1548977, 0, 0, 0, 0, 0, 0.76, 'm3', 0, 0, 'Caterpillar', 80550
36, 'Pevný dempr 33t 355kW', 3, 18, '770', '2', 355, 33026, 902, 369, 391, 74.8, 52.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1810, '', 0, 0, 0, 0, 0, 0, 79, 84, 0, 0, 0, 11224936, 0, 0, 0, 0, 0, 25.1, 'm3', 0, 0, 'Caterpillar', 583720
5, 'Pásový dozer 8t 55kW', 5, 19, 'D3K XL LRC', '3', 55.2, 7795, 426, 190, 276, 10, 9, 0, 44.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 77, 78, 0, 0, 0, 1811658, 0, 0, 0, 0, 0, 2.64, 'm2', 1584, 6, 'Caterpillar', 94210
6, 'Pásový dozer 8t 60kW', 5, 19, 'D3K2 XL', '3', 59.7, 7958, 426, 190, 276, 10, 9, 0, 38.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 78, 79, 0, 0, 0, 1811658, 0, 0, 0, 0, 0, 2.64, 'm2', 1900, 5, 'Caterpillar', 94210
7, 'Pásový dozer 8.5t 69kW', 5, 19, 'D4K LGP', '3', 68.8, 8510, 426, 236, 276, 10, 9, 0, 29.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 78, 79, 0, 0, 0, 2367790, 0, 0, 0, 0, 0, 3.15, 'm2', 2835, 4, 'Caterpillar', 123130
8, 'Pásový dozer 9t 77kW', 5, 19, 'D5K2 XL', '3', 77.6, 9314, 432, 211, 276, 10, 9, 0, 38.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 78, 79, 0, 0, 0, 2700084, 0, 0, 0, 0, 0, 2.78, 'm2', 3336, 3, 'Caterpillar', 140410
9, 'Pásový dozer 13.6t 97kW', 5, 19, 'D6K2 LGP', '3', 97, 13673, 469, 276, 296, 10, 10, 0, 30.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 78, 79, 0, 0, 0, 3510244, 0, 0, 0, 0, 0, 3.68, 'm2', 4416, 3, 'Caterpillar', 182540
10, 'Pásový dozer 18t  111kW', 5, 20, 'D6N LGP', '3', 111.8, 17997, 537, 300, 320, 11.6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5576315, 0, 0, 0, 0, 0, 4.08, 'm2', 4896, 3, 'Caterpillar', 289980
11, 'Pásový dozer 26t 175kW', 5, 20, 'D7E STD', '3', 175, 25996, 586, 288, 332, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 77, 80, 0, 0, 0, 10959562, 0, 0, 0, 0, 0, 3.9, 'm2', 4980, 3, 'Caterpillar', 569920
12, 'Pásový dozer 50t 306kW', 5, 20, 'D9T', '3', 306, 50098, 609, 306, 346, 14.3, 11.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15498803, 0, 0, 0, 0, 0, 4.99, 'm2', 8820, 2, 'Caterpillar', 805970
13, 'Pásový dozer 38.5t 259kW', 5, 20, 'D8T', '3', 259, 38488, 691, 305, 267, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12969481, 0, 0, 0, 0, 0, 4.99, 'm2', 5988, 3, 'Caterpillar', 674440
14, 'Pásový dozer 66.5t 433kW', 5, 20, 'D10T', '3', 433, 66451, 916, 374, 326, 15.8, 12.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 80, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26, 'm2', 9468, 2, 'Caterpillar', 0
15, 'Pásový dozer 105t 634kW', 5, 20, 'D11T', '3', 634, 104600, 1059, 438, 364, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 79, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36, 'm2', 11448, 2, 'Caterpillar', 0
16, 'Grejdr 14.5t 103kW', 6, 40, '120M', '3', 103, 14466, 849, 253, 331, 45.7, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 734, '', 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 5597853, 0, 0, 0, 0, 0, 3.67, 'm2', 13212, 1, 'Caterpillar', 291100
17, 'Grejdr 15t 118kW', 6, 40, '12M', '3', 118, 14998, 989, 253, 329, 45.7, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 740, '', 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 6148600, 0, 0, 0, 0, 0, 3.7, 'm2', 14800, 0.9, 'Caterpillar', 319740
18, 'Grejdr 16t 136kW', 6, 40, '140M', '3', 136, 16197, 1014, 252, 329, 46.6, 32.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 757, '', 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 6409167, 0, 0, 0, 0, 0, 3.7, 'm2', 16650, 0.8, 'Caterpillar', 333290
19, 'Grejdr 16t 159kW', 6, 40, '160M', '3', 159, 15903, 10144, 252, 329, 47.4, 33.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 760, '', 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 6752480, 0, 0, 0, 0, 0, 4.3, 'm2', 20640, 0.75, 'Caterpillar', 351508
20, 'Grejdr 21t 193kW', 6, 41, '14M', '3', 193, 21226, 1089, 279, 354, 49.8, 34.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 790, '', 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 8130450, 0, 0, 0, 0, 0, 4.26, 'm2', 21908.6, 0.7, 'Caterpillar', 423240
21, 'Grejdr 27.5t 221kW', 6, 41, '16M', '3', 221, 27531, 1167, 309, 372, 51.7, 36.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 890, '', 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 8934124, 0, 0, 0, 0, 0, 4.9, 'm2', 27138.5, 0.65, 'Caterpillar', 465076
22, 'Grejdr 63t 397kW', 6, 42, '24M', '3', 397, 62726, 1610, 428, 445, 40.9, 28.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1240, '', 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 12374698, 0, 0, 0, 0, 0, 7.3, 'm2', 52560, 0.5, 'Caterpillar', 644180
23, 'Kompaktor 21t 173kW', 5, 39, '815F', '3', 173, 20755, 685, 365, 335, 19.5, 17.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 645, '', 0, 0, 0, 0, 0, 0, 78, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65, 'm2', 10950, 1.2, 'Caterpillar', 0
24, 'Kompaktor 32.7t 264kW', 5, 39, '825H', '3', 264, 32734, 844, 439, 375, 17.2, 15.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 741, '', 0, 0, 0, 0, 0, 0, 78, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39, 'm2', 12200, 1.3, 'Caterpillar', 0
25, 'Kolový dozer 21.7t 173kW', 5, 21, '814F', '3', 173, 21713, 688, 359, 332, 34.9, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 78, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59, 'm2', 21540, 0.6, 'Caterpillar', 0
26, 'Kolový dozer 29t 264kW', 5, 21, '824H', '3', 264, 28724, 822, 450, 370, 36.6, 32.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 78, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5, 'm2', 32400, 0.5, 'Caterpillar', 0
27, 'Kolový dozer 27t 372kW', 5, 21, '834H', '3', 372, 47106, 988, 507, 410, 38.5, 35.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 75, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07, 'm2', 36500, 0.5, 'Caterpillar', 0
28, 'Kolový dozer 71t 512kW', 5, 21, '844H', '3', 512, 70815, 1094, 541, 506, 22.5, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 72, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42, 'm2', 39100, 0.5, 'Caterpillar', 0
29, 'Kolový dozer 98t 674kW', 5, 21, '854K', '3', 674, 98100, 134, 632, 559, 25.1, 23.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 73, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32, 'm2', 45500, 0.5, 'Caterpillar', 0
30, 'Kolový skrejpr 40t 304kW', 4, 46, '623H', '3', 304, 39937, 1377, 356, 404, 53.9, 37.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'Radlice 3.163 m', 0, 0, 0, 0, 0, 0, 76, 80, 0, 0, 0, 8545812, 0, 0, 0, 0, 0, 17.6, 'm3', 1056, 60, 'Caterpillar', 444400
31, 'Kolový skrejpr 37t 304kW', 4, 46, '621H', '3', 304, 37440, 1557, 368, 403, 53.9, 37.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'Radlice 3.68 m', 0, 0, 0, 0, 0, 0, 76, 80, 0, 0, 0, 7548160, 0, 0, 0, 0, 0, 18.4, 'm3', 1324.8, 50, 'Caterpillar', 392520
32, 'Kolový skrejpr 46.5t 373kW', 4, 46, '631G', '3', 373, 46475, 1456, 394, 429, 51.7, 35.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 80, 85, 0, 0, 0, 11225320, 0, 0, 0, 0, 0, 26, 'm3', 1560, 60, 'Caterpillar', 583740
33, 'Dvou-motorový kolový skrejpr 42t 304kW', 4, 47, '627H', '3', 304, 42168, 1556, 368, 403, 53.9, 37.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 76, 80, 0, 0, 0, 7921991, 0, 0, 0, 0, 0, 18.3, 'm3', 1647, 40, 'Caterpillar', 411960
34, 'Dvou-motorový kolový skrejpr 52t 584kW', 4, 47, '637G', '3', 584, 52047, 1456, 394, 429, 53.9, 37.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 80, 85, 0, 0, 0, 11773568, 0, 0, 0, 0, 0, 26, 'm3', 2340, 40, 'Caterpillar', 612250
35, 'Dvou-motorový kolový skrejpr 68.4t 784kW', 4, 47, '657G', '3', 784, 68384, 1616, 434, 471, 55.7, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 0, 0, 0, 0, 80, 85, 0, 0, 0, 17027973, 0, 0, 0, 0, 0, 33.6, 'm3', 3024, 40, 'Caterpillar', 885490
37, 'Pevný dempr 35.7t 399kW', 3, 18, '772', '2', 399, 35676, 874, 393, 409, 79.7, 55.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1980, '', 0, 0, 0, 0, 0, 0, 79, 84, 0, 0, 0, 13121398, 0, 0, 0, 0, 0, 31.2, 'm3', 0, 0, 'Caterpillar', 682340
38, 'Pevný dempr 46t 534kW', 3, 18, '773G', '2', 534, 45945, 1007, 441, 411, 66.9, 46.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2610, '', 0, 0, 0, 0, 0, 0, 76, 86, 0, 0, 0, 15226122, 0, 0, 0, 0, 0, 35.75, 'm3', 0, 0, 'Caterpillar', 791790
39, 'Pevný dempr 51.6t 572kW', 3, 18, '775G', '2', 572, 51593, 1007, 441, 411, 66.9, 46.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2610, '', 0, 0, 0, 0, 0, 0, 76, 86, 0, 0, 0, 17486224, 0, 0, 0, 0, 0, 42.23, 'm3', 0, 0, 'Caterpillar', 909320
40, 'Pevný dempr 67t 704kW', 3, 18, '777G', '2', 704, 67164, 1053, 522, 520, 67.1, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2840, '', 0, 0, 0, 0, 0, 0, 73, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60.2, 'm3', 0, 0, 'Caterpillar', 0
41, 'Kloubový dempr 22.2t 225kW', 3, 17, '725', '2', 225, 22260, 992, 295, 374, 57, 39.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 760, '', 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 7671809, 0, 0, 0, 0, 0, 14.3, 'm3', 14.3, 3600, 'Caterpillar', 398950
42, 'Kloubový dempr 22.8t 237kW', 3, 17, '730', '2', 237, 22850, 992, 295, 374, 55, 38.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 760, '', 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 8748496, 0, 0, 0, 0, 0, 16.9, 'm3', 16.9, 3600, 'Caterpillar', 454940
43, 'Kloubový dempr 31.4t 313kW', 3, 17, '735', '2', 313, 31393, 1089, 343, 401, 51, 35.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 859, '', 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 10485734, 0, 0, 0, 0, 0, 19.7, 'm3', 19.7, 3600, 'Caterpillar', 545280
44, 'Kloubový dempr 33.1t 338kW', 3, 17, '740', '2', 338, 33100, 1089, 352, 405, 54.7, 38.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 859, '', 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 11624150, 0, 0, 0, 0, 0, 24, 'm3', 24, 3600, 'Caterpillar', 604480
46, 'Kolový traktor 6.9t 72kW', 8, 28, '420F', '1', 720, 6895, 714, 232, 282, 40, 28, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1097, '', 0, 0, 0, 0, 0, 0, 79, 76, 0, 0, 0, 1680894, 0, 0, 0, 0, 0, 0.96, 'm3', 0, 0, 'Caterpillar', 87410
47, 'Kolový traktor 7.1t 83kW', 8, 28, '430F', '1', 83, 7125, 728, 232, 358, 40, 28, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1097, '', 0, 0, 0, 0, 0, 0, 80, 76, 0, 0, 0, 1894155, 0, 0, 0, 0, 0, 0.96, 'm3', 0, 0, 'Caterpillar', 98500
48, 'Kolový traktor 11t 92kW', 8, 28, '450E', '1', 92, 10950, 791, 244, 287, 40, 28, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1118, '', 0, 0, 0, 0, 0, 0, 83, 79, 0, 0, 0, 2895461, 0, 0, 0, 0, 0, 1.34, 'm3', 0, 0, 'Caterpillar', 150570
50, 'Minirypadlo 1.5t 13.2kW', 1, 1, '301.4C', '1', 13.2, 1550, 146, 99, 228, 2.5, 2.5, 30, 0, 0, 0, 0, 0, 0, 224, 339, 370, 149, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 622475, 0, 0, 0, 0, 0, 0.06, 'm3', 0, 0, 'Caterpillar', 32370
51, 'Minirypadlo 1.7t 13.5kW', 1, 1, '301.8C', '1', 13.5, 1785, 369, 98, 236, 4.5, 4.5, 30, 0, 0, 0, 0, 0, 0, 208, 335, 370, 0, '', 0, 0, 0, 0, 0, 0, 83, 83, 0, 0, 0, 686511, 0, 0, 0, 0, 0, 0.06, 'm3', 0, 0, 'Caterpillar', 35700
52, 'Minirypadlo 2.8t 18.6kW', 1, 1, '302.5C', '1', 18.6, 2850, 451, 145, 311, 5, 5, 30, 0, 0, 0, 0, 0, 0, 264, 435, 467, 0, '', 0, 0, 0, 0, 0, 0, 81, 81, 0, 0, 0, 780930, 0, 0, 0, 0, 0, 0.1, 'm3', 0, 0, 'Caterpillar', 40610
53, 'Minirypadlo 2.7t 15.2kW', 1, 1, '302.7D', '1', 15.2, 2670, 425, 157, 241, 3.8, 3.8, 30, 0, 0, 0, 0, 0, 0, 254, 417, 448, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 780930, 0, 0, 0, 0, 0, 0.1, 'm3', 0, 0, 'Caterpillar', 40610
54, 'Rypadlo 3.7t 23.6kW', 1, 1, '303.5E CR', '1', 23.6, 3692, 473, 178, 250, 2.6, 2.6, 0, 32.1, 0, 0, 0, 0, 0, 288, 492, 520, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 880157, 0, 0, 0, 0, 0, 0.19, 'm3', 0, 0, 'Caterpillar', 45770
55, 'Rypadlo 4t 30kW', 1, 1, '304E CR', '1', 30, 4009, 473, 178, 250, 2.6, 2.6, 0, 29.1, 0, 0, 0, 0, 0, 313, 498, 535, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1007844, 0, 0, 0, 0, 0, 0.25, 'm3', 0, 0, 'Caterpillar', 52410
56, 'Rypadlo 5.4t 33kW', 1, 1, '305.5E CR', '1', 32.9, 5415, 473, 178, 250, 2.8, 2.8, 0, 30, 0, 0, 0, 0, 0, 328, 525, 560, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1171684, 0, 0, 0, 0, 0, 0.28, 'm3', 0, 0, 'Caterpillar', 60930
57, 'Rypadlo 7t 41.5kW', 1, 1, '307D', '1', 41.5, 7075, 570, 229, 263, 5, 5, 35, 0, 0, 0, 0, 0, 0, 405, 723, 629, 0, '', 0, 0, 0, 0, 0, 0, 79, 98, 0, 0, 0, 2022035, 0, 0, 0, 0, 0, 0.3, 'm3', 0, 0, 'Caterpillar', 105150
58, 'Rypadlo 8.3t 48.5kW', 1, 1, '308E CR SB', '1', 48.5, 8333, 638, 232, 255, 5.26, 5.26, 30, 36.3, 0, 0, 0, 0, 0, 415, 664, 702, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2156645, 0, 0, 0, 0, 0, 0.35, 'm3', 0, 0, 'Caterpillar', 112150
59, 'Pásové rypadlo 12.5t 60kW', 1, 2, '311D LRR', '1', 60, 12480, 691, 259, 275, 5.1, 5.1, 30, 40.4, 7, 8, 9, 10, 11, 504, 545, 770, 0, '', 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 2355867, 0, 0, 0, 0, 0, 0.52, 'm3', 0, 0, 'Caterpillar', 122510
60, 'Pásové rypadlo 13t 67kW', 1, 2, '312D', '1', 67, 12920, 761, 249, 276, 5.5, 5.5, 0, 40.4, 12, 13, 14, 15, 0, 554, 848, 817, 0, '', 0, 0, 0, 0, 0, 0, 73, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.74, 'm3', 0, 0, 'Caterpillar', 0
61, 'Pásové rypadlo 14t 67kW', 1, 2, '314D CR', '1', 67, 14000, 727, 249, 291, 5.5, 5.5, 0, 45.3, 0, 0, 0, 0, 0, 544, 930, 818, 0, '', 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 2831810, 0, 0, 0, 0, 0, 0.74, 'm3', 0, 0, 'Caterpillar', 147260
62, 'Pásové rypadlo 17.3t 86kW', 1, 2, '315D L', '1', 86, 17280, 852, 249, 293, 5.6, 5.6, 0, 48.5, 0, 0, 0, 0, 0, 572, 874, 873, 0, '', 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 3027379, 0, 0, 0, 0, 0, 0.88, 'm3', 0, 0, 'Caterpillar', 157430
63, 'Pásové rypadlo 17.6t 85kW', 1, 2, '316E', '1', 85, 17600, 857, 252, 337, 5.2, 5.2, 0, 49, 0, 0, 0, 0, 0, 659, 921, 926, 0, '', 0, 0, 0, 0, 0, 0, 71, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.91, 'm3', 0, 0, 'Caterpillar', 0
64, 'Pásové rypadlo 18.6t 85kW', 1, 2, '318E', '1', 85, 18600, 858, 252, 339, 3.9, 3.9, 0, 52, 0, 0, 0, 0, 0, 659, 922, 926, 0, '', 0, 0, 0, 0, 0, 0, 71, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.76, 'm3', 0, 0, 'Caterpillar', 0
65, 'Pásové rypadlo 20t 93kW', 1, 2, '319D L', '1', 93, 19900, 882, 280, 312, 4.8, 4.8, 0, 40.5, 0, 0, 0, 0, 0, 689, 961, 964, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3070070, 0, 0, 0, 0, 0, 1.02, 'm3', 0, 0, 'Caterpillar', 159650
66, 'Pásové rypadlo 20t 110kW', 1, 2, '320D L', '1', 110, 20330, 944, 300, 374, 5.5, 5.5, 0, 0, 0, 0, 0, 0, 0, 766, 994, 1076, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4361364, 0, 0, 0, 0, 0, 1.39, 'm3', 0, 0, 'Caterpillar', 226800
67, 'Pásové rypadlo 29.5t 145kW', 1, 2, '324E', '1', 145, 29479, 1006, 319, 322, 5.3, 5.3, 0, 42, 0, 0, 0, 0, 0, 681, 969, 1011, 0, '', 0, 0, 0, 0, 0, 0, 71, 104, 0, 0, 0, 5683042, 0, 0, 0, 0, 0, 1.83, 'm3', 0, 0, 'Caterpillar', 295530
68, 'Pásové rypadlo 40t 152kW', 1, 2, '328D LCR', '1', 152, 39845, 982, 319, 337, 4.2, 4.2, 0, 0, 0, 0, 0, 0, 0, 692, 1111, 1077, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4929803, 0, 0, 0, 0, 0, 1.88, 'm3', 0, 0, 'Caterpillar', 256360
69, 'Pásové rypadlo 31t 173kW', 1, 2, '329E', '1', 173, 31279, 1039, 319, 337, 5.1, 5.1, 0, 51.2, 0, 0, 0, 0, 0, 725, 1001, 1068, 0, '', 0, 0, 0, 0, 0, 0, 72, 105, 0, 0, 0, 4486936, 0, 0, 0, 0, 0, 1.88, 'm3', 0, 0, 'Caterpillar', 233330
70, 'Pásové rypadlo 36.5t 200kW', 1, 2, '336D L', '1', 200, 36498, 1120, 339, 363, 5, 5, 0, 0, 0, 0, 0, 0, 0, 818, 1075, 1171, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5151332, 0, 0, 0, 0, 0, 2.55, 'm3', 0, 0, 'Caterpillar', 267880
71, 'Pásové rypadlo 45t 283kW', 1, 3, '345D L', '1', 283, 45375, 1245, 364, 368, 4.5, 4.5, 0, 0, 0, 0, 0, 0, 0, 892, 787, 1296, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7856417, 0, 0, 0, 0, 0, 3.1, 'm3', 0, 0, 'Caterpillar', 408550
72, 'Pásové rypadlo 66t 302kW', 1, 3, '365C L', '1', 302, 65960, 1317, 350, 495, 4.1, 4.1, 0, 87.3, 0, 0, 0, 0, 0, 964, 919, 1404, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11915485, 0, 0, 0, 0, 0, 3.8, 'm3', 0, 0, 'Caterpillar', 619630
73, 'Pásové rypadlo 71t 355kW', 1, 3, '374D L', '1', 355, 71132, 1323, 350, 495, 4.1, 4.1, 0, 92.3, 0, 0, 0, 0, 0, 966, 899, 1423, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13083515, 0, 0, 0, 0, 0, 5, 'm3', 0, 0, 'Caterpillar', 680370
74, 'Pásové rypadlo 85t 382kW', 1, 3, '385C L', '1', 382, 84980, 1623, 350, 532, 4.4, 4.4, 0, 100.4, 0, 0, 0, 0, 0, 1175, 1100, 1720, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14474421, 0, 0, 0, 0, 0, 5.8, 'm3', 0, 0, 'Caterpillar', 752700
75, 'Kolové rypadlo 14t 95kW', 1, 5, 'M313D', '1', 95, 14000, 831, 254, 312, 37, 37, 30, 0, 0, 0, 0, 0, 0, 575, 967, 877, 810, '', 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 3365058, 0, 0, 0, 0, 0, 0.92, 'm3', 0, 0, 'Caterpillar', 174990
76, 'Kolové rypadlo 16t 101kW', 1, 5, 'M315D', '1', 101, 16100, 848, 254, 315, 34, 34, 35, 0, 0, 0, 0, 0, 0, 607, 1004, 938, 830, '', 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 3823501, 0, 0, 0, 0, 0, 1.26, 'm3', 0, 0, 'Caterpillar', 198830
77, 'Kolové rypadlo 17t 118kW', 1, 5, 'M316D', '1', 118, 17000, 855, 254, 317, 37, 37, 33, 0, 0, 0, 0, 0, 0, 607, 1006, 938, 830, '', 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 4112528, 0, 0, 0, 0, 0, 1.26, 'm3', 0, 0, 'Caterpillar', 213860
78, 'Kolové rypadlo 18.2t 124kW', 1, 5, 'M318D', '1', 124, 18200, 887, 254, 317, 37, 37, 31, 0, 0, 0, 0, 0, 0, 636, 971, 960, 830, '', 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 4403285, 0, 0, 0, 0, 0, 1.26, 'm3', 0, 0, 'Caterpillar', 228980
79, 'Kolové rypadlo 19.5t 123kW', 1, 5, 'M322D', '1', 124, 18200, 943, 267, 320, 25, 25, 31, 0, 0, 0, 0, 0, 0, 668, 1056, 1032, 930, '', 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 5059605, 0, 0, 0, 0, 0, 1.57, 'm3', 0, 0, 'Caterpillar', 263110
80, 'Demoliční rypadlo 47.9t 200kW', 9, 30, '330D UHD', '3', 200, 47900, 1483, 0, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2120, 1385, 0, '', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '', 0, 0, 'Caterpillar', 0
